premise,hypothesis,label,premise_en,hypothesis_en,source
عندما تمر من خلالهم قد ترى مدخنة قديمة تتكسر فوق خط الأشجار، وهي علامة مؤكدة على أن القرية كانت في يوم من الأيام جزءاً من مزرعة.,تشير المدخنة، إضافة إلى أشياء أخرى، إلى أن القرية كانت جزءاً من مزرعة.,1,"As you pass through them you may see an old chimney breaking above the tree line, a sure sign that the village was once part of a hacienda.","The chimney, among other things, indicate the village used to be part of a hacienda.",xnli
تكتظ الشوارع القريبة من مايوركا وفالنسيا وبروفانا بمتاجر مثيرة للاهتمام.,المحلات التجارية في الشوارع القريبة مثيرة للاهتمام.,0,"The nearby streets Mallorca, Valencia, and Provenaa are also overflowing with interesting shops.",The shops in the nearby streets are interesting.,xnli
رجل يجلس على الأرض، ينام.,شاب نائم في وضعية الجلوس.,0,"A man is sitting on the floor, sleeping.",A young man is sleeping while in the sitting position.,snli
رجل يعزف على الجيتار بجانب عازف الدرامز,لا يوجد رجل يعزف على الجيتار بجانب عازف الدرامز,2,A man is playing guitar next to a drummer,There is no man playing guitar next to a drummer,arNLI
في سياق الموسيقى الشعبية المكسيكية la cancien ranchera هي أغنية حب ، تغنى بها عامة الناس ، الفلاحون في الريف.,أغاني La cancien rancheras هي أغاني حب يغنيها الفلاحون الريفيون في المكسيك.,0,"In the context of Mexican folk music la cancien ranchera is a love song, sung by the common folk, the peasants of the rural countryside.",La cancien rancheras are love songs sung by rural peasants in Mexico.,xnli
يسعدني الرد على أي أسئلة قد تكون لدى أعضاء اللجنة الفرعية.,أحب أن أتحدث عن عملي، لذلك أحب أن أجيب على الأسئلة.,1,I would be pleased to respond to any questions that the Members of the Subcommittee may have.,I like to talk about my work so I would love to answer questions.,xnli
في أوائل مايو /أيارعام 1996 ، تلقت وكالة الاستخبارات المركزية نبأ سريا هو أن بن لأدن ربما يغادر  السودان .,كان لدى بن لادن حجز في منتجع فندقي في اليونان لعقد مؤتمر في هذا الوقت.,1,"In early May 1996, the CIA received intelligence that Bin Ladin might be leaving Sudan.",Bin Ladin had reservations at a hotel resort in Greece for a conference at this time.,xnli
طائرة تطير فوق الرؤوس بينما يقف الرجال العسكريين في اهتمام، علم يرفرف في مهب الريح و سيدة في الأحمر تحملق نحو الكاميرا.,يتم تصوير حقل فارغ.,2,"A plane flies overhead as military men stand at attention, a flag blows in the wind as a lady in red stares out towards the camera.",An empty field is photographed.,snli
تسلق العديد من ضباط PAPD أيضاً في البرج الجنوبي، بما فيهم فريق PAPD ESU.,كان كل ضابط يرتدي أكثر من عشرين رطلًا من المعدات.,1,"Numerous PAPD officers were also climbing in the South Tower, including the PAPD ESU team.",Each officer was carrying over twenty pound of equipment on them.,xnli
نظر إلى الأعلى باندهاش، ثم جلس يراوغها بنظرة فاحشة.,كانت أكثر شجاعة مما توقع.,1,"He looked up in surprise, and then sat conning her with brooding glance.",She was braver than he expected.,xnli
لم يتوقف دكتور ريتشارد عن إدهاشنا,ضحكنا عاليًا عندما سمعنا آخر أخبار الدكتور ريتشارد.,1,Dr. Richards never stops astonishing us.,We howled with laughter when we heard Dr. Richards' latest news.,xnli
أنا أتطلع إليها,أنا أخشى الأمر حقاً، لأكون صريحاً.,2,i'm looking forward to it,"I am really dreading it, to be honest.",xnli
رجل يربط حذاءه,رجل فك ربطة حذائه,1,A man is tying a shoe,A man is untying a shoe,arNLI
[ الحق يقال، يجب أن نقول أن الأستاذ روم كتب بمجرد أن أدرك خطأه في الإشارة إلى بامل أنه نهر.,رفض السيد روم فكرة ان الـ بوميل قد لا يكون نهرا.,2,"[ In all fairness, it must be said that Mr. Room wrote as soon as he realized his slip in referring to the Bummel as a river.",Mr. Room refused to consider the idea that the Bummel might not be a river.,xnli
متع مسرح إنديانابوليس المدني جمهوره بمسرحيات احترافية ومسرحيات موسيقية لمدة 82 عاماً، مقدماً مساحة لمواهب مدينتنا، ولكن هذه بالتأكيد ليست النهاية.,مسرح إندي المدني يعمل منذ عامين فقط.,2,"The Indianapolis Civic Theatre has entertained her audiences with professionally-produced plays and musicals for 82 years while providing an arena for our city's exceptional talent, but that is certainly not the extent of it.",The Indy Civic Theater has only been operating for 2 years.,xnli
كان اللورد جوليان غاضباً ، وأنا أرجح أنه كثيراً ما كان.,اعتقد أن اللورد جوليان كان جامعاً مانعاً ، كما اعتاد أن يكون .,0,"Lord Julian was sententious, as I gather that he often was.","I think Lord Julian was sententious, as he used to be.",xnli
أربعة أشخاص وطفل رضيع يعبرون الشارع عند ممر عبور.,الناس وطفل رضيع يركبون الحافلة.,2,Four people and a baby are crossing the street at a crosswalk.,People and a baby riding the bus.,snli
ونجعل العلب في مكان ما ونضع الأكواب في مكان آخر والأوراق في مكانٍ آخر وبمجرد أن تمتليء بالكامل يتم تحميلها في السيارة وأخذها يُعد ألمًا,من الصعب تحميل الورق والزجاج بعد فصله إلى الحاوية الخاصة به.,0,and we keep our cans in one thing and glass in another and paper in another it once it gets full getting it loaded into the car and taking it is a pain,"It's hard to load up the paper, glass and can after separating them into their own container.",xnli
رجل على دراجة نارية لا يركب عجلة واحدة,الفتاة تهرول على الحصان,1,A man on a motorcycle is not riding on one wheel,The girl is trotting on the horse,arNLI
